Target,,,,,Accounts,,,,,,API Calls,,,,,,Algorithm,Supported Algorithms,,,,,,,,,,Modes,,,,Context,,Challenge,,,Origin,,,Cross Origin,Top Origin,,,RP ID Hash,,,User Present,User Verified,Backup State,Credential ID Length,Credential ID Unused,,,Allow Credentials,Non-Discoverable Identification,Discoverable Identification,Context,,Challenge,,,Origin,,,Cross Origin,Top Origin,,,RP ID Hash,,,User Present,User Verified,Backup State,Backup Eligible,,Signature,Signature Counter,,,,,Account Enumeration,,,Registration,,,Authentication,,,Responsible Disclosure,,,
Norton,norton.com,1926,AM,,TRUE,TRUE,TRUE,https://login.norton.com/sso/embedded/update,https://my.norton.com/extspa/account/personalinfo,-,"{
  ""rp"": {
    ""name"": ""login.norton.com"",
    ""id"": ""login.norton.com""
  },
  ""user"": {
    ""name"": ""******"",
    ""displayName"": ""******"",
    ""id"": ""LTQyMDUzMzg1NjM4Mjk0OTA4OTc5MDY1NTgyODY5MjI5MzMyNw""
  },
  ""challenge"": ""uXO5cldPL3thRXlJzNxvIymvhTtP6YjQi8QNrHlwKbg"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    }
  ],
  ""excludeCredentials"": [],
  ""authenticatorSelection"": {
    ""residentKey"": ""discouraged"",
    ""requireResidentKey"": false,
    ""userVerification"": ""preferred""
  },
  ""attestation"": ""none"",
  ""extensions"": {
    ""appidExclude"": ""https://login.norton.com"",
    ""credProps"": true
  }
}","{
  ""origin"": ""https://login.norton.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""gHU9_QqSAxuCVhe7bWCMD8c8DerRHw_W24rO-d6F2ls"",
  ""rpId"": ""login.norton.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""yUvs4cKuqDlKiAUzGKcsCqfDGM-scVLSbTF_NvpH994""
    }
  ],
  ""userVerification"": ""preferred"",
  ""extensions"": {
    ""appid"": ""https://login.norton.com""
  }","{
  ""origin"": ""https://login.norton.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2FA,FALSE,FALSE,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,N/A,N/A,N/A,,,,,,,,,,
Arizona State University,asu.edu,2033,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP Engine,wpengine.com,2060,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hCaptcha,hcaptcha.com,2066,AM,MW,TRUE,TRUE,TRUE,https://dashboard.hcaptcha.com/login,https://dashboard.hcaptcha.com/settings/security,--,"{
  ""rp"": {
    ""name"": ""hCaptcha Accounts"",
    ""id"": ""dashboard.hcaptcha.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""donald.demoson@gmail.com"",
    ""id"": ""TVRnMk9EZzNZakV6Tm1Nd016TXdaR1ptWkRFME1tVTRNbU01WW1Oa05qZG1aakJrTldGbE1HUmxPREUyTnc""
  },
  ""challenge"": ""47sygp8CQQ-wnMNB8Jt1JSpcsp8D9duxF2lflF3Dok05uesHTKVYb2aSaU4ju8vaZg4QTmm6oY7hUMqnHaUj8g"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -38
    },
    {
      ""type"": ""public-key"",
      ""alg"": -39
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    }
  ],
  ""timeout"": 60000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4""
    }
  ],
  ""authenticatorSelection"": {
    ""authenticatorAttachment"": ""platform"",
    ""residentKey"": ""required"",
    ""requireResidentKey"": true,
    ""userVerification"": ""preferred""
  },
  ""attestation"": ""direct""
}","{
  ""origin"": ""https://dashboard.hcaptcha.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""2xlgpvXUbgOWMVEUZOyvHoNxX7u82-DvFiJgJ1b_IvGZdi1K-wY89hy0u0QryvinP9VnHQxYiSWMWVLLgwSsLA"",
  ""timeout"": 60000,
  ""rpId"": ""dashboard.hcaptcha.com"",
  ""allowCredentials"": [],
  ""userVerification"": ""required""
}","{
  ""origin"": ""https://dashboard.hcaptcha.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""conditional""
}",TRUE,FALSE,Failure,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,Failure,Failure,N/A,Failure,Success,Failure,Failure,Failure,Success,Failure,Failure,Failure,Failure,Failure,Failure,Success,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,Failure,Failure,Failure,Failure,Failure,N/A,Failure,Failure,,,,Failure,TRUE,FALSE,FALSE,Thank you for signing up,"An error has occurred, please try again.","An error has occurred, please try again.
",Login with PK or PW,Login with PK or PW,Login with PK or PW,,,hcaptcha.com,
NordVPN,nordvpn.com,2078,AM,MW,TRUE,TRUE,TRUE,https://my.nordaccount.com/oauth2/login,https://my.nordaccount.com/account-settings/account-security/,--,"{
  ""rp"": {
    ""name"": ""Nord Account"",
    ""id"": ""nordaccount.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""donald.demoson@gmail.com"",
    ""id"": ""Wkc5dVlXeGtMbVJsYlc5emIyNUFaMjFoYVd3dVkyOXQ""
  },
  ""challenge"": ""RNbT6OPZvMAnlW3xnLTDGEc9teuQseEJ_CXjNrxWJjI"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -38
    },
    {
      ""type"": ""public-key"",
      ""alg"": -39
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    }
  ],
  ""timeout"": 60000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4""
    }
  ],
  ""authenticatorSelection"": {
    ""authenticatorAttachment"": ""cross-platform"",
    ""userVerification"": ""preferred""
  },
  ""attestation"": ""none""
}","{
  ""origin"": ""https://my.nordaccount.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""LIRfDtOj0EfeDFEHS9fDPccLpxDhrugb7hh608ANwhA"",
  ""timeout"": 60000,
  ""rpId"": ""nordaccount.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""uHO4Pf2UzYBy1O-0xAuth0FAXKaZE2QL8mAKpa_8_ac""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""AwoFr7D1-yn31dCW85YTaLaY6I7lOWSxB6fDAayEPhA""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""UzSoQeYct7kSSKoJ8TgJ7sp031Y_BetsBhYruvaWq2E""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""L453xmjTdBsRZkorqHYWw1l6GchwspygvhBoC2gsYpY""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""v6XSPYelGMoMylBZ3EtUZ2vTut52LwSAnyh-QEHbh0M""
    }
  ],
  ""userVerification"": ""discouraged""
}","{
  ""origin"": ""https://nordaccount.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2FA,FALSE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Success,Derived,Derived,Failure,Failure,N/A,Failure,N/A,Success,Failure,Failure,Failure,Failure,N/A,N/A,N/A,Failure,Failure,Failure,Failure,Failure,Failure,Success,N/A,Success,Success,Derived,Derived,Failure,Failure,N/A,Failure,N/A,Success,Success,Success,Failure,Success,,,,Failure,N/A,N/A,N/A,,,,,,,,,nordvpn.com,
OVH,ovh.com,2101,AM,,TRUE,TRUE,TRUE,https://www.ovh.com/auth/,https://www.ovh.com/manager/#/account/useraccount/security,-,"{
  ""rp"": {
    ""name"": ""OVHcloud"",
    ""id"": ""eu.ovhcloud.com""
  },
  ""user"": {
    ""name"": ""dd1271379-ovh"",
    ""displayName"": ""dd1271379-ovh"",
    ""id"": ""nfhtkOxISCaZvNqnb0NKjLngLZoe3GSaz4Q4_pwYGIE""
  },
  ""challenge"": ""L2TtpMlUP6qaXoOJhWoUEE2ZNmvr1fi6MHBC0CBKOrw"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""timeout"": 25000,
  ""authenticatorSelection"": {
    ""userVerification"": ""discouraged""
  }
}","{
  ""origin"": ""https://auth.eu.ovhcloud.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""S0ZqcTlhWnp2TmZPdXBYdVlWVXZkTmxzd1l0U2p2SGg"",
  ""timeout"": 25000,
  ""rpId"": ""eu.ovhcloud.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4""
    }
  ],
  ""userVerification"": ""discouraged""
}","{
  ""origin"": ""https://auth.eu.ovhcloud.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2FA,FALSE,FALSE,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,N/A,N/A,N/A,,,,,,,,,,
Bitbucket,bitbucket.org,2106,AM,,TRUE,TRUE,TRUE,https://id.atlassian.com/login?continue=https%3A%2F%2Fid.atlassian.com%2Fmanage-profile,https://id.atlassian.com/manage-profile/security/two-step-verification,--,"{
  ""rp"": {
    ""name"": ""Atlassian"",
    ""id"": ""atlassian.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""Donald Demoson"",
    ""id"": ""NzEyMDIwOjUxYTFkZmVhLTA1MGMtNDBhOC1iMTc0LTcyMzgyYWNjNmNjYw""
  },
  ""challenge"": ""TlR6SzUxSkV6MjFKSVN1dXRwSVZVNFllczdiaWNVNWk"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    }
  ],
  ""timeout"": 60000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""authenticatorSelection"": {
    ""residentKey"": ""discouraged"",
    ""requireResidentKey"": false,
    ""userVerification"": ""discouraged""
  },
  ""attestation"": ""none"",
  ""extensions"": {
    ""credProps"": true
  }
}","{
  ""origin"": ""https://id.atlassian.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""SEdOMVByc3VyMEpNTG43Y0NTZ1FqZGw5TlVKaDNxWTY"",
  ""timeout"": 60000,
  ""rpId"": ""atlassian.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""L453xmjTdBsRZkorqHYWw1l6GchwspygvhBoC2gsYpY""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""UzSoQeYct7kSSKoJ8TgJ7sp031Y_BetsBhYruvaWq2E""
    }
  ],
  ""userVerification"": ""discouraged""
}","{
  ""origin"": ""https://id.atlassian.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2FA,FALSE,FALSE,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,Failure,N/A,N/A,N/A,,,,,,,,,,
Square,squareup.com,2114,AM,AM,TRUE,TRUE,TRUE,https://app.squareup.com/login?lang_code=en-us,https://app.squareup.com/dashboard/account,Rate Limiting,"{
  ""rp"": {
    ""name"": ""Square"",
    ""id"": ""squareup.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""donald.demoson@gmail.com"",
    ""id"": ""cGVyc29uOkVGU1lITFBJNVpTM0dTWlA""
  },
  ""challenge"": ""k9X23hcWSzOWVFoXJp-r5w"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -65535
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    }
  ],
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4"",
      ""transports"": []
    }
  ],
  ""authenticatorSelection"": {
    ""residentKey"": ""required"",
    ""userVerification"": ""required""
  },
  ""attestation"": ""none""
}","{
  ""origin"": ""https://app.squareup.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""Q3dEkPLLSgmByeOx5cy-XA"",
  ""rpId"": ""squareup.com"",
  ""userVerification"": ""required""
}","{
  ""origin"": ""https://app.squareup.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""optional""
}",TRUE,FALSE,Failure,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Success,Success,Success,Success,Failure,Failure,N/A,Success,Failure,Failure,Failure,Failure,Failure,Failure,N/A,N/A,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Failure,Success,Success,Success,Failure,Failure,Failure,Success,Failure,Failure,Failure,Failure,Failure,Failure,,,,Failure,N/A,N/A,N/A,,,,,,,,,squareup.com,
Shop Pay,shop.app,2161,,,No passkeys available,TRUE,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of California, Davis",ucdavis.edu,2263,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,duke.edu,2279,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State University,msu.edu,2292,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatena,hatena.ne.jp,2309,LJ,MW,TRUE,TRUE,TRUE,https://accounts.hatena.ne.jp/register?via=200125,https://accounts.hatena.ne.jp/settings/passkeys,[Password],"{
  ""rp"": {
    ""name"": ""Hatena ID"",
    ""id"": ""accounts.hatena.ne.jp""
  },
  ""user"": {
    ""name"": ""donalddemoson"",
    ""displayName"": ""id:donalddemoson"",
    ""id"": ""6WJcdclz_HjqG41Z87c4bCh1sK3U8v1V5KE_sMwtdZnCq7_HUahoqd-3m8gqG5ss9DyaPLtOe6oZ4MHQ0RMedg""
  },
  ""challenge"": ""sAxBaLtuGeMRxOKrASNazqD0XcBfGOk8kDkDMPelOAc"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -38
    },
    {
      ""type"": ""public-key"",
      ""alg"": -39
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    }
  ],
  ""timeout"": 300000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""yUvs4cKuqDlKiAUzGKcsCqfDGM-scVLSbTF_NvpH994""
    }
  ],
  ""authenticatorSelection"": {
    ""residentKey"": ""preferred"",
    ""requireResidentKey"": false,
    ""userVerification"": ""preferred""
  }
}","{
  ""origin"": ""https://accounts.hatena.ne.jp"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""wwh_0vzrWCmb5uB5xYrINcjhHE12mgmSkiwx1MRI-Vk"",
  ""timeout"": 300000,
  ""rpId"": ""accounts.hatena.ne.jp"",
  ""userVerification"": ""preferred""
}","{
  ""origin"": ""https://accounts.hatena.ne.jp"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""conditional""
}",TRUE,FALSE,Failure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,Failure,Failure,N/A,Success,Failure,Failure,Failure,Failure,N/A,N/A,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,Failure,Failure,N/A,Success,Success,Success,Failure,Failure,,,,,N/A,N/A,N/A,,,,,,,,,,
LastPass,lastpass.com,2395,AM,X,TRUE,TRUE,TRUE,https://lastpass.com/login/,https://lastpass.com/vault/,-,"{
  ""rp"": {
    ""name"": ""lastpass.com"",
    ""id"": ""lastpass.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""donald.demoson@gmail.com"",
    ""id"": ""SVXpQgAAAAA""
  },
  ""challenge"": ""3H2VYa1GOB2fKWait27kfw"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -8
    },
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -38
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    },
    {
      ""type"": ""public-key"",
      ""alg"": -39
    },
    {
      ""type"": ""public-key"",
      ""alg"": -65535
    }
  ],
  ""timeout"": 300000,
  ""excludeCredentials"": [],
  ""authenticatorSelection"": {
    ""authenticatorAttachment"": ""platform"",
    ""requireResidentKey"": false,
    ""userVerification"": ""required""
  },
  ""attestation"": ""none""
}","{
  ""origin"": ""https://accounts.lastpass.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""EZ41SIhdSYMeXoYddcZQYQ"",
  ""timeout"": 300000,
  ""rpId"": ""lastpass.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""w0R0i5ZgcpUIRMelOSZ_zJe53DhMqAuPwZQdLX4LpJg""
    }
  ],
  ""userVerification"": ""required""
}","{
  ""origin"": ""https://lastpass.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",FALSE,FALSE,Failure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,-,Email already in use.,Email already in use.,You may have mistyped your email address.,Check your master password and try again.,Passkey prompt,,,,
Virgin Media,virginmedia.com,2428,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNSimple,dnsimple.com,2433,AM,,TRUE,TRUE,TRUE,https://dnsimple.com/login,https://dnsimple.com/user/register_user_security_keys/new,-,"{
  ""rp"": {
    ""name"": ""DNSimple""
  },
  ""user"": {
    ""name"": ""es384"",
    ""displayName"": ""es384"",
    ""id"": ""xoqRMyVMcV2cLotnKZjhOFvvtYy9MVAheA-Qelg2YjaYxl-igIYXJy7nLWqjxvFPZ3kzp-03056diYwCHbEn9g""
  },
  ""challenge"": ""O_5ManDFSK4Ed3SBoSDQv7ERaE0EMyONHdd9bF2grqg"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""timeout"": 120000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4""
    }
  ],
  ""extensions"": {}
}","{
  ""origin"": ""https://dnsimple.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""do9vXDMxypOOi_miWE3KqH_LT7nYVYwGvGZqIyo26vM"",
  ""timeout"": 120000,
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""AilY9O3F36-jH7U3Vm-WZXw7LgyYsiXjsmvkNfZrgPk""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""UzSoQeYct7kSSKoJ8TgJ7sp031Y_BetsBhYruvaWq2E""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4""
    }
  ],
  ""userVerification"": ""discouraged"",
  ""extensions"": {}
}","{
  ""origin"": ""https://dnsimple.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2FA,FALSE,FALSE,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,Failure,N/A,N/A,N/A,,,,,,,,,,
Citrix,citrix.com,2489,,,Restricted or paid access,,,https://accounts.cloud.com/core/login?ReturnUrl=%2Fcore%2Fconnect%2Fauthorize%2Fcallback%3Fstate%3DdStnWXp4cEFnS25qSmVWeUNOa3dza3p0dDM5TC9TSEwvVklBR2RRN1M4TzNIWU5BUGJqMUxxUWdZV0JQcWRNdw%26nonce%3DtN-R-Ig57UkxvU3J-ks7WlpdSpehqO5F%26client_id%3DQgo1GMNpgg06UDRedat2Gg%253D%253D%26redirect_uri%3Dhttps%253A%252F%252Fextsso.cloud.com%252Foauth2%252Fv1%252Fauthorize%252Fcallback%26response_type%3Dcode%26display%3Dpage%26scope%3Demail%2520openid%2520profile%2520ctx_principal_aliases,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
